Date,OpenAAPL,OpenAMZN,OpenCVX,OpenDIS,OpenF,OpenGOOG,OpenJNJ,OpenJPM,OpenUL,OpenXOM,HighAAPL,HighAMZN,HighCVX,HighDIS,HighF,HighGOOG,HighJNJ,HighJPM,HighUL,HighXOM,LowAAPL,LowAMZN,LowCVX,LowDIS,LowF,LowGOOG,LowJNJ,LowJPM,LowUL,LowXOM,CloseAAPL,CloseAMZN,CloseCVX,CloseDIS,CloseF,CloseGOOG,CloseJNJ,CloseJPM,CloseUL,CloseXOM,VolumeAAPL,VolumeAMZN,VolumeCVX,VolumeDIS,VolumeF,VolumeGOOG,VolumeJNJ,VolumeJPM,VolumeUL,VolumeXOM
2024-10-08 00:00:00+00:00,224.3000030517578,181.9199981689453,149.1999969482422,92.5199966430664,10.5,165.42999267578125,159.49000549316406,210.5800018310547,62.68000030517578,123.87999725341797,225.97999572753906,183.08999633789062,149.60000610351562,93.73999786376953,10.579999923706055,166.10000610351562,160.25,211.3300018310547,62.91999816894531,124.0199966430664,223.25,180.9199981689453,147.72999572753906,91.69000244140625,10.380000114440918,164.30999755859375,158.9499969482422,208.3800048828125,62.43000030517578,121.26000213623047,225.77000427246094,182.72000122070312,148.75,92.51000213623047,10.489999771118164,165.6999969482422,159.69000244140625,210.75,62.88999938964844,122.04000091552734,31855700,26372100,5892700,10209100,46355700,11723900,4766300,6021800,1106300,14818500
2024-10-09 00:00:00+00:00,225.22999572753906,182.82000732421875,147.50999450683594,91.86000061035156,10.489999771118164,164.85499572753906,159.9199981689453,209.6999969482422,62.63999938964844,120.9000015258789,229.75,185.85000610351562,150.3699951171875,94.01000213623047,10.680000305175781,166.25999450683594,161.22000122070312,214.24000549316406,62.97999954223633,122.58000183105469,224.8300018310547,182.0500030517578,147.36000061035156,91.45999908447266,10.4399995803833,161.1199951171875,159.50999450683594,209.3800048828125,62.599998474121094,120.80000305175781,229.5399932861328,185.1699981689453,149.64999389648438,93.5999984741211,10.619999885559082,163.05999755859375,160.64999389648438,213.4199981689453,62.900001525878906,122.08999633789062,33591100,26343100,4973500,8654500,40407000,19666400,6047200,7024000,1089800,11144900
2024-10-10 00:00:00+00:00,227.77999877929688,187.1300048828125,150.67999267578125,93.72000122070312,10.579999923706055,162.11000061035156,161.36000061035156,214.80999755859375,62.65999984741211,123.16000366210938,229.5,188.1300048828125,151.5500030517578,93.87999725341797,10.699999809265137,164.31100463867188,161.38999938964844,214.80999755859375,62.7400016784668,123.69999694824219,227.1699981689453,185.8300018310547,149.85000610351562,92.69000244140625,10.539999961853027,161.63999938964844,160.0,211.47000122070312,62.29999923706055,122.29000091552734,229.0399932861328,186.64999389648438,150.6199951171875,92.98999786376953,10.680000305175781,163.17999267578125,160.50999450683594,212.83999633789062,62.400001525878906,123.13999938964844,28183500,27785000,4420900,6698000,39458300,12900500,4793900,7927100,985600,10243300
2024-10-11 00:00:00+00:00,229.3000030517578,186.6300048828125,150.3800048828125,92.8499984741211,10.640000343322754,163.3300018310547,162.17999267578125,215.6699981689453,62.810001373291016,123.0999984741211,229.41000366210938,189.92999267578125,152.3300018310547,94.61000061035156,10.800000190734863,165.27000427246094,162.66000366210938,224.6300048828125,62.970001220703125,124.02999877929688,227.33999633789062,186.3000030517578,150.25,92.80000305175781,10.630000114440918,162.5,161.1999969482422,215.16000366210938,62.72999954223633,122.94000244140625,227.5500030517578,188.82000732421875,151.4199981689453,94.12999725341797,10.720000267028809,164.52000427246094,161.4600067138672,222.2899932861328,62.790000915527344,123.61000061035156,31759200,25751600,5051300,8089100,31915700,10946000,5253500,18320700,997100,8294800
2024-10-14 00:00:00+00:00,228.6999969482422,189.77999877929688,150.52000427246094,94.18000030517578,10.710000038146973,164.91000366210938,161.39999389648438,223.1999969482422,62.72999954223633,123.23999786376953,231.72999572753906,189.8300018310547,151.89999389648438,95.19000244140625,10.960000038146973,167.6199951171875,162.13999938964844,223.6999969482422,63.150001525878906,124.26000213623047,228.60000610351562,187.36000061035156,150.17999267578125,93.80000305175781,10.65999984741211,164.77999877929688,160.89999389648438,218.8800048828125,62.63999938964844,122.62000274658203,231.3000030517578,187.5399932861328,151.77999877929688,94.97000122070312,10.920000076293945,166.35000610351562,161.60000610351562,221.47999572753906,63.09000015258789,124.08000183105469,39882100,22614400,4214700,6262000,41940200,9981800,5964000,9048900,730700,9808100
2024-10-15 00:00:00+00:00,233.61000061035156,187.6300048828125,148.8000030517578,95.25,10.90999984741211,167.13999938964844,160.0,223.66000366210938,63.529998779296875,120.81999969482422,237.49000549316406,188.41000366210938,149.9600067138672,95.6500015258789,11.020000457763672,169.08999633789062,166.75,225.4499969482422,63.90999984741211,121.94999694824219,232.3699951171875,184.5800018310547,147.55999755859375,93.68000030517578,10.819999694824219,166.0500030517578,159.0,221.82000732421875,63.25,119.77999877929688,233.85000610351562,187.69000244140625,147.72999572753906,94.22000122070312,10.84000015258789,166.89999389648438,164.10000610351562,222.38999938964844,63.31999969482422,120.3499984741211,64751400,32178900,6704600,6535800,53097100,14829300,10548000,9235800,1422300,15771300
2024-10-16 00:00:00+00:00,231.60000610351562,187.0500030517578,148.35000610351562,93.7300033569336,10.890000343322754,166.02999877929688,164.0,222.3300018310547,63.2599983215332,120.88999938964844,232.1199951171875,187.77999877929688,149.02999877929688,96.79000091552734,11.180000305175781,167.27999877929688,164.99000549316406,223.67999267578125,63.36000061035156,121.44000244140625,229.83999633789062,185.61000061035156,148.2100067138672,93.62999725341797,10.890000343322754,165.21600341796875,162.63999938964844,221.0399932861328,62.970001220703125,120.5999984741211,231.77999877929688,186.88999938964844,148.72999572753906,96.75,11.029999732971191,166.74000549316406,164.27999877929688,223.63999938964844,63.18000030517578,120.66000366210938,34082200,23456800,4303700,9936300,46996400,9968500,5982100,6382500,1296300,8426800
2024-10-17 00:00:00+00:00,233.42999267578125,188.22000122070312,149.25999450683594,96.93000030517578,11.039999961853027,167.3800048828125,164.25999450683594,224.27000427246094,63.18000030517578,120.76000213623047,233.85000610351562,188.94000244140625,151.3300018310547,97.33000183105469,11.130000114440918,167.92999267578125,165.0,225.85000610351562,63.33000183105469,121.58000183105469,230.52000427246094,186.0,148.97000122070312,95.61000061035156,10.9399995803833,164.3699951171875,163.6300048828125,223.30999755859375,62.869998931884766,119.70999908447266,232.14999389648438,187.52999877929688,151.1999969482422,96.54000091552734,11.069999694824219,164.50999450683594,164.47000122070312,224.4199981689453,62.880001068115234,120.3499984741211,32993800,25039400,6593100,9542500,37617200,15113400,4798000,6470200,1939300,11204900
2024-10-18 00:00:00+00:00,236.17999267578125,187.14999389648438,150.82000732421875,97.01000213623047,11.15999984741211,164.8699951171875,164.88999938964844,225.0,62.599998474121094,120.44000244140625,236.17999267578125,190.74000549316406,151.0800018310547,97.54000091552734,11.170000076293945,166.3699951171875,165.2899932861328,225.9199981689453,63.0099983215332,120.63999938964844,234.00999450683594,186.27999877929688,149.3800048828125,96.05000305175781,11.039999961853027,164.75,163.92999267578125,223.10000610351562,62.40999984741211,119.1500015258789,235.0,188.99000549316406,150.75,97.27999877929688,11.100000381469727,165.0500030517578,165.1199951171875,225.3699951171875,62.95000076293945,120.01000213623047,46416300,37379700,5207600,8599200,26068300,13086900,5898300,6999900,1184700,12849800
